ticker,fetch_date,expiration,days_to_exp,opt_type,strike,strike_pct_otm,current_price,lastPrice,bid,ask,volume,openInterest,impliedVolatility,inTheMoney,contractSymbol,vol_oi_ratio,volume_zscore,total_premium_usd,iv_percentile,anomaly_score,flags
AMD,2026-03-26T11:04:02+00:00,2026-03-27,0,put,205.0,7.4488,220.27,0.37,0.0,0.0,25302,0,0.250007,False,AMD260327P00205000,0.0,4.84,936174,58.5,3,Z-SCORE OTM-PREM SHORT-OTM
COIN,2026-03-26T11:04:02+00:00,2026-03-27,0,call,205.0,13.1971,181.1,0.15,0.0,0.0,17446,0,0.500005,False,COIN260327C00205000,0.0,6.63,261690,77.1,3,Z-SCORE OTM-PREM SHORT-OTM
PLTR,2026-03-26T11:04:02+00:00,2026-03-27,0,call,165.0,6.4791,154.96,0.15,0.0,0.0,13577,0,0.250007,False,PLTR260327C00165000,0.0,3.31,203655,64.2,3,Z-SCORE OTM-PREM SHORT-OTM
PLTR,2026-03-26T11:04:02+00:00,2026-03-27,0,call,167.5,8.0924,154.96,0.09,0.0,0.0,13691,0,0.250007,False,PLTR260327C00167500,0.0,3.34,123219,64.3,3,Z-SCORE OTM-PREM SHORT-OTM
COIN,2026-03-26T11:04:02+00:00,2026-03-27,0,call,215.0,18.7189,181.1,0.06,0.0,0.0,15567,0,0.500005,False,COIN260327C00215000,0.0,5.88,93402,77.2,3,Z-SCORE OTM-PREM SHORT-OTM
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,140.0,175.6786,385.95,0.01,0.0,0.0,23095,0,0.500005,False,TSLA260327P00140000,0.0,3.7,23095,98.2,3,Z-SCORE SHORT-OTM HIGH-IV
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,call,482.5,25.0162,385.95,0.01,0.0,0.0,1258,396,0.500005,False,TSLA260327C00482500,3.18,-0.1,1258,96.7,3,VOL/OI SHORT-OTM HIGH-IV
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,400.0,-3.5125,385.95,14.6,0.0,0.0,19598,5207,1e-05,True,TSLA260327P00400000,3.76,3.08,28613080,38.6,2,VOL/OI Z-SCORE
SPY,2026-03-26T11:04:02+00:00,2026-03-26,0,put,657.0,-0.0274,656.82,3.2,0.0,0.0,77878,7634,1e-05,True,SPY260326P00657000,10.2,6.99,24920960,32.2,2,VOL/OI Z-SCORE
QQQ,2026-03-26T11:04:02+00:00,2026-03-26,0,put,589.0,-0.2003,587.82,3.51,0.0,0.0,50369,3364,1e-05,True,QQQ260326P00589000,14.97,5.55,17679519,27.0,2,VOL/OI Z-SCORE
QQQ,2026-03-26T11:04:02+00:00,2026-03-26,0,put,587.0,0.1397,587.82,2.56,0.0,0.0,60137,4807,0.007822,False,QQQ260326P00587000,12.51,6.7,15395072,41.6,2,VOL/OI Z-SCORE
SPY,2026-03-26T11:04:02+00:00,2026-03-26,0,call,659.0,0.3319,656.82,1.96,0.0,0.0,39526,4849,0.015635,False,SPY260326C00659000,8.15,3.94,7747096,42.5,2,VOL/OI Z-SCORE
QQQ,2026-03-26T11:04:02+00:00,2026-03-26,0,call,590.0,0.3709,587.82,1.84,0.0,0.0,40487,6416,0.015635,False,QQQ260326C00590000,6.31,6.49,7449608,42.3,2,VOL/OI Z-SCORE
META,2026-03-26T11:04:02+00:00,2026-03-27,0,put,595.0,-0.0185,594.89,6.35,0.0,0.0,11369,2504,1e-05,True,META260327P00595000,4.54,7.75,7219315,12.8,2,VOL/OI Z-SCORE
QQQ,2026-03-26T11:04:02+00:00,2026-03-26,0,call,589.0,0.2007,587.82,2.28,0.0,0.0,30828,2961,0.007822,False,QQQ260326C00589000,10.41,4.86,7028784,41.6,2,VOL/OI Z-SCORE
QQQ,2026-03-26T11:04:02+00:00,2026-03-26,0,call,587.0,-0.1395,587.82,3.31,0.0,0.0,20818,2316,1e-05,True,QQQ260326C00587000,8.99,3.16,6890758,27.0,2,VOL/OI Z-SCORE
AAPL,2026-03-26T11:04:02+00:00,2026-03-27,0,put,257.5,-1.8951,252.62,5.9,0.0,0.0,9560,883,1e-05,True,AAPL260327P00257500,10.83,3.89,5640400,0.8,2,VOL/OI Z-SCORE
AMD,2026-03-26T11:04:02+00:00,2026-03-27,0,put,217.5,1.2736,220.27,2.47,0.0,0.0,22187,3182,0.062509,False,AMD260327P00217500,6.97,4.19,5480189,45.0,2,VOL/OI Z-SCORE
QQQ,2026-03-26T11:04:02+00:00,2026-03-26,0,call,591.0,0.541,587.82,1.43,0.0,0.0,28686,3221,0.03126,False,QQQ260326C00591000,8.91,4.49,4102098,43.8,2,VOL/OI Z-SCORE
AMD,2026-03-26T11:04:02+00:00,2026-04-02,6,put,205.0,7.4488,220.27,2.18,0.0,0.0,14092,10781,0.125009,False,AMD260402P00205000,1.31,2.51,3072056,49.5,2,OTM-PREM SHORT-OTM
COIN,2026-03-26T11:04:02+00:00,2026-04-02,6,call,192.5,6.2949,181.1,4.0,0.0,0.0,7366,0,0.125009,False,COIN260402C00192500,0.0,2.6,2946400,49.9,2,OTM-PREM SHORT-OTM
AMD,2026-03-26T11:04:02+00:00,2026-04-02,6,call,235.0,6.6872,220.27,1.81,0.0,0.0,7798,0,0.125009,False,AMD260402C00235000,0.0,1.21,1411438,49.3,2,OTM-PREM SHORT-OTM
COIN,2026-03-26T11:04:02+00:00,2026-04-02,6,call,202.5,11.8167,181.1,1.49,0.0,0.0,7730,7117,0.125009,False,COIN260402C00202500,1.09,2.74,1151770,50.0,2,OTM-PREM SHORT-OTM
AMD,2026-03-26T11:04:02+00:00,2026-04-02,6,put,200.0,10.135,220.27,1.5,0.0,0.0,7059,0,0.125009,False,AMD260402P00200000,0.0,1.05,1058850,49.5,2,OTM-PREM SHORT-OTM
AMD,2026-03-26T11:04:02+00:00,2026-04-02,6,put,192.5,14.426,220.27,0.87,0.0,0.0,11270,0,0.250007,False,AMD260402P00192500,0.0,1.93,980490,59.0,2,OTM-PREM SHORT-OTM
COIN,2026-03-26T11:04:02+00:00,2026-04-02,6,call,200.0,10.4362,181.1,1.82,0.0,0.0,4925,0,0.125009,False,COIN260402C00200000,0.0,1.62,896350,50.0,2,OTM-PREM SHORT-OTM
PLTR,2026-03-26T11:04:02+00:00,2026-04-02,6,put,147.0,5.415,154.96,1.96,0.0,0.0,3146,3101,0.062509,False,PLTR260402P00147000,1.01,1.27,616616,46.6,2,OTM-PREM SHORT-OTM
TSLA,2026-03-26T11:04:02+00:00,2026-03-30,3,put,365.0,5.7397,385.95,1.43,0.0,0.0,3714,0,0.125009,False,TSLA260330P00365000,0.0,0.29,531102,57.7,2,OTM-PREM SHORT-OTM
PLTR,2026-03-26T11:04:02+00:00,2026-04-02,6,call,165.0,6.4791,154.96,1.11,0.0,0.0,4168,8480,0.125009,False,PLTR260402C00165000,0.49,0.82,462648,52.9,2,OTM-PREM SHORT-OTM
NVDA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,170.0,5.1059,178.68,0.13,0.0,0.0,30248,39416,0.125009,False,NVDA260327P00170000,0.77,2.36,393224,52.6,2,OTM-PREM SHORT-OTM
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,365.0,5.7397,385.95,0.44,0.0,0.0,8412,0,0.125009,False,TSLA260327P00365000,0.0,1.12,370128,57.2,2,OTM-PREM SHORT-OTM
AMD,2026-03-26T11:04:02+00:00,2026-03-27,0,put,207.5,6.1542,220.27,0.51,0.0,0.0,7172,0,0.250007,False,AMD260327P00207500,0.0,1.08,365772,58.5,2,OTM-PREM SHORT-OTM
COIN,2026-03-26T11:04:02+00:00,2026-04-02,6,call,197.5,9.0558,181.1,2.38,0.0,0.0,1410,1419,0.125009,False,COIN260402C00197500,0.99,0.22,335580,50.0,2,OTM-PREM SHORT-OTM
NVDA,2026-03-26T11:04:02+00:00,2026-03-30,3,put,170.0,5.1059,178.68,0.49,0.0,0.0,6819,0,0.125009,False,NVDA260330P00170000,0.0,0.24,334131,52.7,2,OTM-PREM SHORT-OTM
COIN,2026-03-26T11:04:02+00:00,2026-04-02,6,call,195.0,7.6753,181.1,2.85,0.0,0.0,1064,0,0.125009,False,COIN260402C00195000,0.0,0.08,303240,49.9,2,OTM-PREM SHORT-OTM
AMD,2026-03-26T11:04:02+00:00,2026-04-02,6,call,240.0,8.9572,220.27,1.05,0.0,0.0,2588,2724,0.125009,False,AMD260402C00240000,0.95,0.19,271740,49.3,2,OTM-PREM SHORT-OTM
AMD,2026-03-26T11:04:02+00:00,2026-04-02,6,put,195.0,12.959,220.27,0.99,0.0,0.0,2710,0,0.125009,False,AMD260402P00195000,0.0,0.15,268290,49.4,2,OTM-PREM SHORT-OTM
COIN,2026-03-26T11:04:02+00:00,2026-03-27,0,put,170.0,6.5294,181.1,1.29,0.0,0.0,2009,0,0.250007,False,COIN260327P00170000,0.0,2.95,259161,59.7,2,OTM-PREM SHORT-OTM
AMD,2026-03-26T11:04:02+00:00,2026-03-27,0,call,232.5,5.5523,220.27,0.5,0.0,0.0,5087,0,0.125009,False,AMD260327C00232500,0.0,0.68,254350,49.2,2,OTM-PREM SHORT-OTM
COIN,2026-03-26T11:04:02+00:00,2026-03-27,0,call,195.0,7.6753,181.1,0.59,0.0,0.0,4188,0,0.250007,False,COIN260327C00195000,0.0,1.33,247092,59.5,2,OTM-PREM SHORT-OTM
AMD,2026-03-26T11:04:02+00:00,2026-04-02,6,put,202.5,8.7753,220.27,1.82,0.0,0.0,1353,0,0.125009,False,AMD260402P00202500,0.0,-0.13,246246,49.5,2,OTM-PREM SHORT-OTM
AMD,2026-03-26T11:04:02+00:00,2026-04-02,6,put,197.5,11.5291,220.27,1.23,0.0,0.0,1773,1292,0.125009,False,AMD260402P00197500,1.37,-0.04,218079,49.4,2,OTM-PREM SHORT-OTM
COIN,2026-03-26T11:04:02+00:00,2026-04-02,6,put,165.0,9.7576,181.1,2.71,0.0,0.0,738,0,0.125009,False,COIN260402P00165000,0.0,0.83,199998,50.1,2,OTM-PREM SHORT-OTM
AMD,2026-03-26T11:04:02+00:00,2026-04-02,6,put,207.5,6.1542,220.27,2.65,0.0,0.0,752,0,0.125009,False,AMD260402P00207500,0.0,-0.26,199280,49.5,2,OTM-PREM SHORT-OTM
COIN,2026-03-26T11:04:02+00:00,2026-04-02,6,put,170.0,6.5294,181.1,3.85,0.0,0.0,514,0,0.125009,False,COIN260402P00170000,0.0,0.46,197890,50.1,2,OTM-PREM SHORT-OTM
PLTR,2026-03-26T11:04:02+00:00,2026-04-02,6,call,170.0,9.7057,154.96,0.46,0.0,0.0,4187,10683,0.125009,False,PLTR260402C00170000,0.39,0.82,192602,52.9,2,OTM-PREM SHORT-OTM
TSLA,2026-03-26T11:04:02+00:00,2026-03-30,3,put,367.5,5.0204,385.95,1.75,0.0,0.0,1070,0,0.125009,False,TSLA260330P00367500,0.0,-0.17,187250,57.7,2,OTM-PREM SHORT-OTM
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,call,410.0,6.2314,385.95,0.15,0.0,0.0,12061,11083,0.125009,False,TSLA260327C00410000,1.09,1.4,180915,57.1,2,OTM-PREM SHORT-OTM
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,call,407.5,5.5836,385.95,0.22,0.0,0.0,7436,0,0.125009,False,TSLA260327C00407500,0.0,0.75,163592,57.1,2,OTM-PREM SHORT-OTM
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,367.5,5.0204,385.95,0.62,0.0,0.0,2568,0,0.125009,False,TSLA260327P00367500,0.0,0.09,159216,57.2,2,OTM-PREM SHORT-OTM
AMD,2026-03-26T11:04:02+00:00,2026-04-02,6,put,190.0,15.9316,220.27,0.68,0.0,0.0,2221,0,0.250007,False,AMD260402P00190000,0.0,0.05,151028,59.0,2,OTM-PREM SHORT-OTM
NFLX,2026-03-26T11:04:02+00:00,2026-04-02,6,call,97.0,5.1149,92.28,0.35,0.0,0.0,4221,0,0.062509,False,NFLX260402C00097000,0.0,2.26,147735,46.3,2,OTM-PREM SHORT-OTM
AMD,2026-03-26T11:04:02+00:00,2026-03-27,0,call,235.0,6.6872,220.27,0.35,0.0,0.0,4153,0,0.250007,False,AMD260327C00235000,0.0,0.5,145355,58.2,2,OTM-PREM SHORT-OTM
COIN,2026-03-26T11:04:02+00:00,2026-03-27,0,call,200.0,10.4362,181.1,0.27,0.0,0.0,5335,0,0.250007,False,COIN260327C00200000,0.0,1.79,144045,59.6,2,OTM-PREM SHORT-OTM
COIN,2026-03-26T11:04:02+00:00,2026-03-27,0,call,202.5,11.8167,181.1,0.21,0.0,0.0,6695,0,0.250007,False,COIN260327C00202500,0.0,2.33,140595,59.6,2,OTM-PREM SHORT-OTM
AMD,2026-03-26T11:04:02+00:00,2026-03-27,0,put,200.0,10.135,220.27,0.19,0.0,0.0,7163,0,0.250007,False,AMD260327P00200000,0.0,1.07,136097,58.5,2,OTM-PREM SHORT-OTM
TSLA,2026-03-26T11:04:02+00:00,2026-03-30,3,call,407.5,5.5836,385.95,0.72,0.0,0.0,1762,2512,0.125009,False,TSLA260330C00407500,0.7,-0.03,126864,57.3,2,OTM-PREM SHORT-OTM
COIN,2026-03-26T11:04:02+00:00,2026-03-27,0,call,192.5,6.2949,181.1,0.9,0.0,0.0,1386,0,0.250007,False,COIN260327C00192500,0.0,0.21,124740,59.5,2,OTM-PREM SHORT-OTM
AMD,2026-03-26T11:04:02+00:00,2026-03-27,0,put,202.5,8.7753,220.27,0.25,0.0,0.0,4526,0,0.250007,False,AMD260327P00202500,0.0,0.53,113150,58.5,2,OTM-PREM SHORT-OTM
COIN,2026-03-26T11:04:02+00:00,2026-04-02,6,call,207.5,14.5776,181.1,0.92,0.0,0.0,1198,0,0.250007,False,COIN260402C00207500,0.0,0.13,110216,59.8,2,OTM-PREM SHORT-OTM
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,360.0,7.2083,385.95,0.22,0.0,0.0,4860,0,0.250007,False,TSLA260327P00360000,0.0,0.49,106920,71.0,2,OTM-PREM SHORT-OTM
PLTR,2026-03-26T11:04:02+00:00,2026-04-02,6,put,145.0,6.869,154.96,1.55,0.0,0.0,663,0,0.125009,False,PLTR260402P00145000,0.0,-0.04,102765,53.2,2,OTM-PREM SHORT-OTM
PLTR,2026-03-26T11:04:02+00:00,2026-04-02,6,call,167.5,8.0924,154.96,0.72,0.0,0.0,1406,0,0.125009,False,PLTR260402C00167500,0.0,0.09,101232,52.9,2,OTM-PREM SHORT-OTM
TSLA,2026-03-26T11:04:02+00:00,2026-03-30,3,call,410.0,6.2314,385.95,0.53,0.0,0.0,1869,1587,0.125009,False,TSLA260330C00410000,1.18,-0.02,99057,57.4,2,OTM-PREM SHORT-OTM
AMD,2026-03-26T11:04:02+00:00,2026-03-27,0,put,192.5,14.426,220.27,0.09,0.0,0.0,10962,0,0.500005,False,AMD260327P00192500,0.0,1.86,98658,74.8,2,OTM-PREM SHORT-OTM
AMD,2026-03-26T11:04:02+00:00,2026-03-27,0,call,240.0,8.9572,220.27,0.19,0.0,0.0,5156,0,0.250007,False,AMD260327C00240000,0.0,0.69,97964,58.3,2,OTM-PREM SHORT-OTM
TSLA,2026-03-26T11:04:02+00:00,2026-03-30,3,put,360.0,7.2083,385.95,0.95,0.0,0.0,987,1356,0.125009,False,TSLA260330P00360000,0.73,-0.19,93765,57.7,2,OTM-PREM SHORT-OTM
TSLA,2026-03-26T11:04:02+00:00,2026-03-30,3,put,350.0,10.2714,385.95,0.46,0.0,0.0,1959,0,0.125009,False,TSLA260330P00350000,0.0,-0.02,90114,57.5,2,OTM-PREM SHORT-OTM
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,362.5,6.469,385.95,0.3,0.0,0.0,2861,0,0.250007,False,TSLA260327P00362500,0.0,0.14,85830,71.0,2,OTM-PREM SHORT-OTM
PLTR,2026-03-26T11:04:02+00:00,2026-04-02,6,put,146.0,6.137,154.96,1.63,0.0,0.0,519,0,0.125009,False,PLTR260402P00146000,0.0,-0.11,84597,53.2,2,OTM-PREM SHORT-OTM
AMZN,2026-03-26T11:04:02+00:00,2026-03-30,3,put,200.0,5.855,211.71,0.42,0.0,0.0,1800,0,0.125009,False,AMZN260330P00200000,0.0,0.28,75600,49.8,2,OTM-PREM SHORT-OTM
AMD,2026-03-26T11:04:02+00:00,2026-04-02,6,call,245.0,11.2271,220.27,0.61,0.0,0.0,1202,0,0.125009,False,AMD260402C00245000,0.0,-0.08,73322,49.4,2,OTM-PREM SHORT-OTM
AMD,2026-03-26T11:04:02+00:00,2026-04-02,6,call,250.0,13.4971,220.27,0.35,0.0,0.0,2033,0,0.250007,False,AMD260402C00250000,0.0,0.08,71155,58.6,2,OTM-PREM SHORT-OTM
NVDA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,167.5,6.6746,178.68,0.06,0.0,0.0,11689,29382,0.250007,False,NVDA260327P00167500,0.4,0.68,70134,64.0,2,OTM-PREM SHORT-OTM
COIN,2026-03-26T11:04:02+00:00,2026-03-27,0,call,197.5,9.0558,181.1,0.39,0.0,0.0,1749,0,0.250007,False,COIN260327C00197500,0.0,0.35,68211,59.6,2,OTM-PREM SHORT-OTM
NVDA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,165.0,8.2909,178.68,0.05,0.0,0.0,12411,0,0.250007,False,NVDA260327P00165000,0.0,0.74,62055,64.0,2,OTM-PREM SHORT-OTM
PLTR,2026-03-26T11:04:02+00:00,2026-03-27,0,put,147.0,5.415,154.96,0.42,0.0,0.0,1440,1955,0.125009,False,PLTR260327P00147000,0.74,0.37,60480,52.8,2,OTM-PREM SHORT-OTM
COIN,2026-03-26T11:04:02+00:00,2026-04-02,6,put,150.0,20.7333,181.1,0.93,0.0,0.0,648,0,0.250007,False,COIN260402P00150000,0.0,0.68,60264,60.1,2,OTM-PREM SHORT-OTM
TSLA,2026-03-26T11:04:02+00:00,2026-03-30,3,put,362.5,6.469,385.95,1.15,0.0,0.0,519,0,0.125009,False,TSLA260330P00362500,0.0,-0.27,59685,57.7,2,OTM-PREM SHORT-OTM
COIN,2026-03-26T11:04:02+00:00,2026-04-02,6,call,210.0,15.958,181.1,0.83,0.0,0.0,716,0,0.250007,False,COIN260402C00210000,0.0,-0.06,59428,59.8,2,OTM-PREM SHORT-OTM
PLTR,2026-03-26T11:04:02+00:00,2026-03-27,0,put,145.0,6.869,154.96,0.25,0.0,0.0,2361,0,0.250007,False,PLTR260327P00145000,0.0,0.85,59025,64.5,2,OTM-PREM SHORT-OTM
COIN,2026-03-26T11:04:02+00:00,2026-03-27,0,put,165.0,9.7576,181.1,0.65,0.0,0.0,903,0,0.250007,False,COIN260327P00165000,0.0,1.11,58695,59.7,2,OTM-PREM SHORT-OTM
COIN,2026-03-26T11:04:02+00:00,2026-03-27,0,put,167.5,8.1194,181.1,0.89,0.0,0.0,643,1096,0.250007,False,COIN260327P00167500,0.59,0.67,57227,59.7,2,OTM-PREM SHORT-OTM
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,call,412.5,6.8791,385.95,0.11,0.0,0.0,5024,0,0.250007,False,TSLA260327C00412500,0.0,0.42,55264,70.5,2,OTM-PREM SHORT-OTM
COIN,2026-03-26T11:04:02+00:00,2026-04-02,6,call,215.0,18.7189,181.1,0.51,0.0,0.0,1071,1260,0.250007,False,COIN260402C00215000,0.85,0.08,54621,59.9,2,OTM-PREM SHORT-OTM
AMD,2026-03-26T11:04:02+00:00,2026-03-27,0,put,195.0,12.959,220.27,0.11,0.0,0.0,4928,0,0.250007,False,AMD260327P00195000,0.0,0.61,54208,58.4,2,OTM-PREM SHORT-OTM
TSLA,2026-03-26T11:04:02+00:00,2026-03-30,3,put,320.0,20.6094,385.95,0.1,0.0,0.0,5148,5187,0.250007,False,TSLA260330P00320000,0.99,0.54,51480,71.6,2,OTM-PREM SHORT-OTM
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,130.0,196.8846,385.95,0.01,0.0,0.0,15553,0,0.500005,False,TSLA260327P00130000,0.0,2.37,15553,98.1,2,SHORT-OTM HIGH-IV
PLTR,2026-03-26T11:04:02+00:00,2026-03-27,0,call,175.0,12.9324,154.96,0.02,0.0,0.0,2288,0,0.500005,False,PLTR260327C00175000,0.0,0.32,4576,90.0,2,SHORT-OTM HIGH-IV
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,320.0,20.6094,385.95,0.04,0.0,0.0,1084,0,0.500005,False,TSLA260327P00320000,0.0,-0.17,4336,98.9,2,SHORT-OTM HIGH-IV
PLTR,2026-03-26T11:04:02+00:00,2026-03-27,0,put,135.0,14.7852,154.96,0.04,0.0,0.0,1070,0,0.500005,False,PLTR260327P00135000,0.0,0.18,4280,91.5,2,SHORT-OTM HIGH-IV
TSLA,2026-03-26T11:04:02+00:00,2026-03-30,3,put,267.5,44.2804,385.95,0.07,0.0,0.0,554,0,0.500005,False,TSLA260330P00267500,0.0,-0.26,3878,99.2,2,SHORT-OTM HIGH-IV
PLTR,2026-03-26T11:04:02+00:00,2026-03-27,0,put,125.0,23.968,154.96,0.02,0.0,0.0,1720,0,0.500005,False,PLTR260327P00125000,0.0,0.52,3440,91.3,2,SHORT-OTM HIGH-IV
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,300.0,28.65,385.95,0.02,0.0,0.0,1656,8304,0.500005,False,TSLA260327P00300000,0.2,-0.07,3312,98.7,2,SHORT-OTM HIGH-IV
PLTR,2026-03-26T11:04:02+00:00,2026-04-02,6,put,75.0,106.6133,154.96,0.02,0.0,0.0,1639,2049,0.500005,False,PLTR260402P00075000,0.8,0.48,3278,92.1,2,SHORT-OTM HIGH-IV
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,322.5,19.6744,385.95,0.03,0.0,0.0,802,0,0.500005,False,TSLA260327P00322500,0.0,-0.22,2406,98.9,2,SHORT-OTM HIGH-IV
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,330.0,16.9545,385.95,0.03,0.0,0.0,797,0,0.500005,False,TSLA260327P00330000,0.0,-0.22,2391,99.0,2,SHORT-OTM HIGH-IV
SPY,2026-03-26T11:04:02+00:00,2026-03-26,0,put,590.0,11.3254,656.82,0.01,0.0,0.0,2174,3072,0.500005,False,SPY260326P00590000,0.71,-0.21,2174,95.0,2,SHORT-OTM HIGH-IV
SPY,2026-03-26T11:04:02+00:00,2026-03-27,0,put,550.0,19.4218,656.82,0.02,0.0,0.0,1041,0,0.500005,False,SPY260327P00550000,0.0,-0.32,2082,96.0,2,SHORT-OTM HIGH-IV
QQQ,2026-03-26T11:04:02+00:00,2026-03-27,0,put,515.0,14.1398,587.82,0.02,0.0,0.0,923,24652,0.500005,False,QQQ260327P00515000,0.04,-0.27,1846,93.8,2,SHORT-OTM HIGH-IV
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,332.5,16.0752,385.95,0.03,0.0,0.0,581,0,0.500005,False,TSLA260327P00332500,0.0,-0.26,1743,99.0,2,SHORT-OTM HIGH-IV
SPY,2026-03-26T11:04:02+00:00,2026-03-27,0,call,895.0,36.2626,656.82,0.01,0.0,0.0,1546,0,0.500005,False,SPY260327C00895000,0.0,-0.15,1546,95.7,2,SHORT-OTM HIGH-IV
QQQ,2026-03-26T11:04:02+00:00,2026-03-26,0,put,535.0,9.8729,587.82,0.01,0.0,0.0,1443,0,0.500005,False,QQQ260326P00535000,0.0,-0.21,1443,92.7,2,SHORT-OTM HIGH-IV
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,160.0,141.2188,385.95,0.01,0.0,0.0,1430,0,0.500005,False,TSLA260327P00160000,0.0,-0.11,1430,98.2,2,SHORT-OTM HIGH-IV
PLTR,2026-03-26T11:04:02+00:00,2026-03-27,0,call,180.0,16.159,154.96,0.01,0.0,0.0,1325,5402,0.500005,False,PLTR260327C00180000,0.25,0.06,1325,90.1,2,SHORT-OTM HIGH-IV
PLTR,2026-03-26T11:04:02+00:00,2026-03-27,0,put,130.0,19.2,154.96,0.02,0.0,0.0,579,0,0.500005,False,PLTR260327P00130000,0.0,-0.08,1158,91.4,2,SHORT-OTM HIGH-IV
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,305.0,26.541,385.95,0.02,0.0,0.0,564,0,0.500005,False,TSLA260327P00305000,0.0,-0.26,1128,98.8,2,SHORT-OTM HIGH-IV
SPY,2026-03-26T11:04:02+00:00,2026-03-27,0,put,545.0,20.5174,656.82,0.01,0.0,0.0,1073,0,0.500005,False,SPY260327P00545000,0.0,-0.32,1073,96.0,2,SHORT-OTM HIGH-IV
SPY,2026-03-26T11:04:02+00:00,2026-03-27,0,put,540.0,21.6333,656.82,0.01,0.0,0.0,1070,2541,0.500005,False,SPY260327P00540000,0.42,-0.32,1070,96.0,2,SHORT-OTM HIGH-IV
QQQ,2026-03-26T11:04:02+00:00,2026-03-27,0,put,450.0,30.6267,587.82,0.01,0.0,0.0,1037,0,0.500005,False,QQQ260327P00450000,0.0,-0.25,1037,93.5,2,SHORT-OTM HIGH-IV
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,150.0,157.3,385.95,0.01,0.0,0.0,1010,0,0.500005,False,TSLA260327P00150000,0.0,-0.18,1010,98.2,2,SHORT-OTM HIGH-IV
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,200.0,92.975,385.95,0.01,0.0,0.0,1000,0,0.500005,False,TSLA260327P00200000,0.0,-0.18,1000,98.3,2,SHORT-OTM HIGH-IV
SPY,2026-03-26T11:04:02+00:00,2026-03-26,0,call,785.0,19.5152,656.82,0.01,0.0,0.0,890,0,0.500005,False,SPY260326C00785000,0.0,-0.23,890,94.5,2,SHORT-OTM HIGH-IV
SPY,2026-03-26T11:04:02+00:00,2026-03-26,0,put,585.0,12.2769,656.82,0.01,0.0,0.0,822,0,0.500005,False,SPY260326P00585000,0.0,-0.34,822,95.0,2,SHORT-OTM HIGH-IV
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,230.0,67.8044,385.95,0.01,0.0,0.0,698,0,0.500005,False,TSLA260327P00230000,0.0,-0.24,698,98.4,2,SHORT-OTM HIGH-IV
QQQ,2026-03-26T11:04:02+00:00,2026-03-26,0,put,530.0,10.9094,587.82,0.01,0.0,0.0,672,0,0.500005,False,QQQ260326P00530000,0.0,-0.3,672,92.7,2,SHORT-OTM HIGH-IV
QQQ,2026-03-26T11:04:02+00:00,2026-03-27,0,put,455.0,29.1912,587.82,0.01,0.0,0.0,667,0,0.500005,False,QQQ260327P00455000,0.0,-0.3,667,93.5,2,SHORT-OTM HIGH-IV
PLTR,2026-03-26T11:04:02+00:00,2026-03-27,0,put,100.0,54.96,154.96,0.01,0.0,0.0,622,0,0.500005,False,PLTR260327P00100000,0.0,-0.06,622,90.8,2,SHORT-OTM HIGH-IV
QQQ,2026-03-26T11:04:02+00:00,2026-03-26,0,put,505.0,16.4,587.82,0.01,0.0,0.0,603,0,0.500005,False,QQQ260326P00505000,0.0,-0.31,603,92.6,2,SHORT-OTM HIGH-IV
PLTR,2026-03-26T11:04:02+00:00,2026-03-27,0,call,177.5,14.5457,154.96,0.01,0.0,0.0,577,0,0.500005,False,PLTR260327C00177500,0.0,-0.13,577,90.0,2,SHORT-OTM HIGH-IV
TSLA,2026-03-26T11:04:02+00:00,2026-03-27,0,put,240.0,60.8125,385.95,0.01,0.0,0.0,506,0,0.500005,False,TSLA260327P00240000,0.0,-0.27,506,98.4,2,SHORT-OTM HIGH-IV
PLTR,2026-03-26T11:04:02+00:00,2026-03-27,0,call,255.0,64.5586,154.96,0.01,0.0,0.0,81,23,0.500005,False,PLTR260327C00255000,3.52,-0.27,81,90.5,2,VOL/OI HIGH-IV
